-3.4244678004263136,-2.215685007981841
-3.3897537164001434,-2.273043526404667
-3.3492539517029476,-2.3399617978979625
-3.3029961890173576,-2.406824704025986
-3.2509527456607374,-2.4832473632244803
-3.1989369849867586,-2.5500549039872302
-3.146948906995415,-2.6072473263142366
-3.089202831015678,-2.6643843832759693
-3.0315121204012145,-2.7022912033662148
-2.979579407775142,-2.7402533888217335
-2.916158381854924,-2.7684897251109617
-2.8585507192883703,-2.7775511898939764
-2.8067010547102074,-2.7866680200422635
-2.7606647534857105,-2.7766099786843355
-2.7088981369554563,-2.7568814535253905
-2.6513735224368133,-2.737097563001173
-2.593876590600808,-2.7076985540412117
